,tripletid,stimulus,stim_start,stim_end,utt_start,utt_end,word,utt,abx
21,triplet8,veronique_eng_30,0.6433000000000106,1.2072600000000193,0,1.6263000000000005,VUHZ,spk01_utt_en01033,OTH
22,triplet8,maureen_fr_150,1.0376400000000103,1.496590000000026,0,1.9854799999999386,VOEZ,spk02_utt_fr02150,TGT
23,triplet8,marc_fr_139,0.7716399999999908,1.2272100000000137,0,1.7061199999999985,VOEZ,spk04_utt_fr04147,X
24,triplet9,maureen_fr_100,0.9079300000000217,1.3961500000000342,0,1.965530000000058,VYB,spk02_utt_fr02100,OTH
25,triplet9,veronique_eng_17,0.6385500000000022,0.9977299999999971,0,1.5065700000000035,VUHB,spk01_utt_en01017,TGT
26,triplet9,jeremy_eng_17,0.3999999999999986,0.8020299999999949,0,1.2100000000000009,VUHB,spk05_utt_en05017,X
27,triplet10,veronique_eng_29,0.6385499999999951,1.1250299999999953,0,1.5863999999999976,SHUHV,spk01_utt_en01032,OTH
28,triplet10,maureen_fr_177,0.7939600000000837,1.5065799999999854,0,2.015420000000063,SHAV,spk02_utt_fr02181,TGT
29,triplet10,remi_fr_168,0.42462000000000444,0.9478499999999599,0,1.466670000000022,SHAV,spk03_utt_fr03174,X
30,triplet11,maureen_fr_118,0.8979600000000119,1.3768699999999967,0,1.845799999999997,ZYSH,spk02_utt_fr02118,OTH
31,triplet11,veronique_eng_220,0.44898000000000593,1.0176899999999023,0,1.4267599999999447,ZIHSH,spk01_utt_en01242,TGT
32,triplet11,jeremy_eng_231,0.3199999999999932,0.7100000000000364,0,1.0600000000000023,ZIHSH,spk05_utt_en05242,X
33,triplet12,maureen_eng_59,0.6884400000000142,1.0975099999999998,0,1.5564700000000187,SHAEV,spk02_utt_en02061,OTH
34,triplet12,veronique_fr_144,0.4888899999999694,0.9381999999999948,0,1.3868499999999813,SHOEV,spk01_utt_fr01146,TGT
35,triplet12,marc_fr_138,0.6185900000000402,0.9877500000000055,0,1.416780000000017,SHOEV,spk04_utt_fr04146,X
36,triplet13,veronique_fr_74,0.5188200000000052,0.9378700000000038,0,1.3968300000000227,SHIB,spk01_utt_fr01076,OTH
37,triplet13,maureen_eng_73,0.7180699999999831,1.1074799999999811,0,1.5265299999999797,SHAHB,spk02_utt_en02075,TGT
38,triplet13,jeremy_eng_73,0.36000000000001364,0.7600000000000193,0,1.1800000000000068,SHAHB,spk05_utt_en05076,X
39,triplet14,veronique_eng_5,0.5587300000000006,0.9678000000000004,0,1.4068000000000005,ZUHD,spk01_utt_en01005,OTH
40,triplet14,maureen_fr_5,0.947849999999999,1.4467199999999991,0,1.9854899999999986,ZUD,spk02_utt_fr02005,TGT
41,triplet14,remi_fr_5,0.7559299999999993,1.17497,0,1.7460299999999993,ZUD,spk03_utt_fr03005,X
42,triplet15,maureen_fr_203,1.0575900000000047,1.5218499999999722,0,2.1650800000001027,ZOD,spk02_utt_fr02211,OTH
43,triplet15,veronique_eng_36,0.6385499999999951,1.0575999999999937,0,1.4866300000000052,ZAED,spk01_utt_en01040,TGT
44,triplet15,ewan_eng_39,0.4589599999999905,0.8979599999999976,0,1.3469400000000036,ZAED,spk06_utt_en06040,X
45,triplet16,veronique_eng_214,0.6448199999998678,0.9179100000000062,0,1.3868399999998928,VIHK,spk01_utt_en01236,OTH
46,triplet16,maureen_fr_98,0.848070000000007,1.4315699999999651,0,1.8657599999999661,VYK,spk02_utt_fr02098,TGT
47,triplet16,remi_fr_93,0.5122599999999977,1.0038999999999874,0,1.636289999999974,VYK,spk03_utt_fr03096,X
48,triplet17,maureen_fr_22,0.9541600000000017,1.3909900000000022,0,1.925619999999995,ZUSH,spk02_utt_fr02022,OTH
49,triplet17,veronique_eng_94,0.5964500000000044,1.0974999999999966,0,1.466670000000022,ZAHSH,spk01_utt_en01103,TGT
50,triplet17,jeremy_eng_97,0.3800000000000239,0.8600000000000136,0,1.25,ZAHSH,spk05_utt_en05103,X
51,triplet18,veronique_eng_219,0.5487499999999272,0.944849999999974,0,1.446709999999939,ZIHF,spk01_utt_en01241,OTH
52,triplet18,maureen_fr_169,0.9059500000000753,1.4659900000000334,0,2.015420000000063,ZAF,spk02_utt_fr02173,TGT
53,triplet18,marc_fr_158,0.5487599999999588,0.95702,0,1.317009999999982,ZAF,spk04_utt_fr04166,X
54,triplet19,veronique_fr_164,0.41904999999997017,0.7582799999999565,0,1.2272099999999568,ZAV,spk01_utt_fr01168,OTH
55,triplet19,maureen_eng_23,0.788419999999995,1.1346699999999927,0,1.6263099999999966,ZUHV,spk02_utt_en02023,TGT
56,triplet19,jeremy_eng_23,0.4299999999999997,0.8196999999999974,0,1.25,ZUHV,spk05_utt_en05023,X
57,triplet20,maureen_eng_4,0.8281199999999993,1.237190000000001,0,1.6961500000000003,ZUHB,spk02_utt_en02004,OTH
58,triplet20,veronique_fr_82,0.5587299999999971,0.8779999999999859,0,1.3768699999999967,ZYB,spk01_utt_fr01084,TGT
59,triplet20,marc_fr_76,1.3281100000000094,1.6662100000000066,0,2.1151900000000126,ZYB,spk04_utt_fr04084,X
60,triplet21,maureen_fr_126,0.897959999999955,1.4866199999999594,0,1.9356000000000222,SHYS,spk02_utt_fr02126,OTH
61,triplet21,veronique_eng_54,0.5986400000000174,1.1473900000000015,0,1.5764199999999846,SHAES,spk01_utt_en01060,TGT
62,triplet21,jeremy_eng_57,0.4000000000000057,0.9000000000000057,0,1.3100000000000023,SHAES,spk05_utt_en05060,X
63,triplet22,veronique_eng_60,0.6385500000000093,1.2072600000000193,0,1.5564600000000155,VAESH,spk01_utt_en01066,OTH
64,triplet22,maureen_fr_152,0.9179099999999494,1.4167799999999602,0,1.9755099999999288,VOESH,spk02_utt_fr02152,TGT
65,triplet22,marc_fr_141,0.7282900000000154,1.1374199999999632,0,1.446709999999939,VOESH,spk04_utt_fr04149,X
66,triplet23,veronique_fr_69,0.5587299999999971,1.014160000000004,0,1.3269799999999918,ZID,spk01_utt_fr01071,OTH
67,triplet23,maureen_eng_68,0.7283400000000029,1.1174599999999941,0,1.5464800000000025,ZAHD,spk02_utt_en02070,TGT
68,triplet23,jeremy_eng_68,0.539999999999992,0.8899999999999864,0,1.210000000000008,ZAHD,spk05_utt_en05071,X
69,triplet24,veronique_eng_36,0.6385499999999951,1.0575999999999937,0,1.4866300000000052,ZAED,spk01_utt_en01040,OTH
70,triplet24,maureen_fr_40,0.8421600000000069,1.32753000000001,0,1.8857100000000173,ZED,spk02_utt_fr02040,TGT
71,triplet24,remi_fr_39,0.6385500000000093,0.9678000000000111,0,1.5464900000000057,ZED,spk03_utt_fr03040,X
72,triplet25,veronique_fr_208,0.48888999999991256,0.8281200000000126,0,1.3170099999999252,ZAB,spk01_utt_fr01216,OTH
73,triplet25,maureen_eng_215,0.7682600000000548,1.117460000000051,0,1.5564699999999903,ZIHB,spk02_utt_en02217,TGT
74,triplet25,jeremy_eng_215,0.3299999999999841,0.6499999999999773,0,1.0600000000000023,ZIHB,spk05_utt_en05226,X
75,triplet26,veronique_eng_204,0.40907000000004246,0.9304200000000264,0,1.4566900000000942,ZIHB,spk01_utt_en01226,OTH
76,triplet26,maureen_fr_4,0.8580500000000004,1.3992000000000004,0,1.965530000000001,ZUB,spk02_utt_fr02004,TGT
77,triplet26,remi_fr_4,0.7150699999999999,1.06757,0,1.6462499999999993,ZUB,spk03_utt_fr03004,X
78,triplet27,veronique_fr_47,0.47890999999999906,0.9613999999999976,0,1.3369600000000048,VEG,spk01_utt_fr01048,OTH
79,triplet27,maureen_eng_76,0.6856900000000223,1.0175400000000252,0,1.5265300000000082,VAHG,spk02_utt_en02078,TGT
80,triplet27,ewan_eng_77,0.40907000000001403,0.7955399999999884,0,1.2272099999999853,VAHG,spk06_utt_en06079,X
81,triplet28,veronique_eng_219,0.5487499999999272,0.944849999999974,0,1.446709999999939,ZIHF,spk01_utt_en01241,OTH
82,triplet28,maureen_fr_157,2.2049900000000093,2.7328299999999786,0,3.631740000000036,ZOF,spk02_utt_fr02158,TGT
83,triplet28,remi_fr_148,0.4589599999999905,0.9518899999999917,0,1.5564600000000155,ZOF,spk03_utt_fr03152,X
84,triplet29,veronique_fr_181,0.47890999999998485,0.8680200000000013,0,1.3070300000000543,FOEP,spk01_utt_fr01185,OTH
85,triplet29,maureen_eng_71,0.678449999999998,1.0744700000000194,0,1.4566800000000057,FAHP,spk02_utt_en02073,TGT
86,triplet29,ewan_eng_72,0.5088399999999638,0.9478399999999851,0,1.3868499999999813,FAHP,spk06_utt_en06074,X
87,triplet30,veronique_eng_65,0.6485199999999907,1.0675699999999892,0,1.56644,ZAHD,spk01_utt_en01071,OTH
88,triplet30,maureen_fr_184,0.9545900000000529,1.4819900000001098,0,2.0453500000000986,ZOED,spk02_utt_fr02189,TGT
89,triplet30,marc_fr_174,0.6984199999999987,1.0819299999999998,0,1.3768699999999967,ZOED,spk04_utt_fr04182,X
90,triplet31,veronique_fr_134,0.5786899999999946,0.901139999999998,0,1.3269900000000234,ZOEV,spk01_utt_fr01136,OTH
91,triplet31,maureen_eng_100,0.6585000000000036,1.0276600000000258,0,1.4367399999999861,ZAHV,spk02_utt_en02102,TGT
92,triplet31,jeremy_eng_98,0.5199999999999818,0.8104799999999841,0,1.259999999999991,ZAHV,spk05_utt_en05104,X
93,triplet32,veronique_eng_48,0.6086200000000019,1.1174599999999941,0,1.476639999999989,ZAESH,spk01_utt_en01054,OTH
94,triplet32,maureen_fr_105,0.9678000000000111,1.4367300000000114,0,1.9156399999999962,ZISH,spk02_utt_fr02105,TGT
95,triplet32,marc_fr_95,1.3469400000000462,1.736060000000009,0,2.2049900000000378,ZISH,spk04_utt_fr04103,X
96,triplet33,maureen_fr_197,0.8979600000000119,1.4457099999999627,0,1.9056699999999864,VOEG,spk02_utt_fr02204,OTH
97,triplet33,veronique_eng_215,0.5003600000000006,0.9278900000000476,0,1.416780000000017,VIHG,spk01_utt_en01237,TGT
98,triplet33,ewan_eng_229,0.4589499999999589,0.8680200000000013,0,1.4067999999999756,VIHG,spk06_utt_en06237,X
99,triplet34,veronique_eng_95,0.6584999999999752,1.0703799999999717,0,1.546479999999974,ZAHV,spk01_utt_en01104,OTH
100,triplet34,maureen_fr_58,0.8081600000000151,1.3469400000000178,0,1.85578000000001,ZEV,spk02_utt_fr02058,TGT
101,triplet34,remi_fr_54,0.7766799999999989,1.1972800000000063,0,1.8857100000000173,ZEV,spk03_utt_fr03055,X
102,triplet35,veronique_fr_8,0.47891000000000084,0.8480700000000017,0,1.2870700000000035,FUP,spk01_utt_fr01008,OTH
103,triplet35,maureen_eng_219,0.7882099999999355,1.077319999999986,0,1.4966000000000577,FIHP,spk02_utt_en02221,TGT
104,triplet35,jeremy_eng_219,0.29000000000002046,0.6299999999999955,0,1.0699999999999932,FIHP,spk05_utt_en05230,X
105,triplet36,maureen_eng_229,0.7183699999999362,1.1455199999999195,0,1.5165499999999383,ZIHS,spk02_utt_en02231,OTH
106,triplet36,veronique_fr_131,0.5886600000000044,1.0021200000000476,0,1.386850000000038,ZOES,spk01_utt_fr01133,TGT
107,triplet36,marc_fr_125,0.9977300000000469,1.4267600000000016,0,1.7959200000000237,ZOES,spk04_utt_fr04133,X
108,triplet37,veronique_fr_76,0.48889000000002625,0.8879799999999989,0,1.3469400000000178,VIK,spk01_utt_fr01078,OTH
109,triplet37,maureen_eng_15,0.8780099999999962,1.1473999999999975,0,1.5963799999999964,VUHK,spk02_utt_en02015,TGT
110,triplet37,ewan_eng_15,0.4789099999999955,0.7981900000000017,0,1.2571399999999997,VUHK,spk06_utt_en06015,X
111,triplet38,maureen_eng_66,0.7582800000000134,1.1374199999999917,0,1.56644,ZAHG,spk02_utt_en02068,OTH
112,triplet38,veronique_fr_67,0.5487599999999873,0.9936199999999928,0,1.366899999999987,ZIG,spk01_utt_fr01069,TGT
113,triplet38,marc_fr_63,0.9977399999999932,1.2729999999999961,0,1.736060000000009,ZIG,spk04_utt_fr04069,X
114,triplet39,veronique_fr_14,0.668480000000006,0.9378700000000002,0,1.3170000000000002,VUP,spk01_utt_fr01014,OTH
115,triplet39,maureen_eng_14,0.7283399999999958,1.1325000000000003,0,1.56644,VUHP,spk02_utt_en02014,TGT
116,triplet39,ewan_eng_14,0.4589500000000015,0.8181399999999961,0,1.267119999999995,VUHP,spk06_utt_en06014,X
117,triplet40,maureen_eng_52,0.6684799999999882,1.0675799999999924,0,1.5065799999999854,ZAEV,spk02_utt_en02054,OTH
118,triplet40,veronique_fr_151,0.5886600000000044,0.9179100000000062,0,1.4067999999999756,ZOV,spk01_utt_fr01154,TGT
119,triplet40,remi_fr_150,0.49885999999992237,1.0238199999999438,0,1.4766399999999749,ZOV,spk03_utt_fr03154,X
120,triplet41,veronique_fr_145,0.5786800000000198,0.9766700000000128,0,1.396819999999991,VOEZ,spk01_utt_fr01147,OTH
121,triplet41,maureen_eng_54,0.7183700000000215,1.1074800000000096,0,1.5464900000000057,VAEZ,spk02_utt_en02056,TGT
122,triplet41,ewan_eng_61,0.3990900000000295,0.9090500000000077,0,1.237179999999995,VAEZ,spk06_utt_en06063,X
123,triplet42,maureen_eng_236,0.758269999999925,1.0911499999999705,0,1.4367300000000114,VIHSH,spk02_utt_en02240,OTH
124,triplet42,veronique_fr_64,0.5587299999999686,0.9079399999999964,0,1.3569200000000023,VESH,spk01_utt_fr01066,TGT
125,triplet42,remi_fr_65,0.661609999999996,1.0176899999999875,0,1.6562399999999968,VESH,spk03_utt_fr03066,X
126,triplet43,maureen_fr_81,0.9079299999999648,1.44468999999998,0,1.6761899999999912,VIG,spk02_utt_fr02081,OTH
127,triplet43,veronique_eng_215,0.5003600000000006,0.9278900000000476,0,1.416780000000017,VIHG,spk01_utt_en01237,TGT
128,triplet43,jeremy_eng_226,0.34000000000003183,0.6468400000000543,0,1.0900000000000318,VIHG,spk05_utt_en05237,X
129,triplet44,veronique_eng_219,0.5487499999999272,0.944849999999974,0,1.446709999999939,ZIHF,spk01_utt_en01241,OTH
130,triplet44,maureen_fr_104,0.9170599999999922,1.446709999999996,0,1.9056699999999864,ZIF,spk02_utt_fr02104,TGT
131,triplet44,remi_fr_99,0.6227899999999806,1.0675700000000177,0,1.6662100000000066,ZIF,spk03_utt_fr03102,X
132,triplet45,maureen_fr_16,1.12744,1.5863999999999976,0,2.0752900000000025,VUG,spk02_utt_fr02016,OTH
133,triplet45,veronique_eng_16,0.5986400000000032,0.9977300000000042,0,1.4367300000000043,VUHG,spk01_utt_en01016,TGT
134,triplet45,jeremy_eng_16,0.4800000000000004,0.8578700000000019,0,1.3499999999999979,VUHG,spk05_utt_en05016,X
135,triplet46,maureen_eng_50,0.6485199999999907,1.0675699999999892,0,1.4866199999999878,ZAEF,spk02_utt_en02052,OTH
136,triplet46,veronique_fr_113,0.5687099999999816,0.9478499999999883,0,1.3569200000000023,ZYF,spk01_utt_fr01115,TGT
137,triplet46,marc_fr_107,0.5000100000000032,0.8843899999999962,0,1.3170100000000105,ZYF,spk04_utt_fr04115,X
138,triplet47,maureen_fr_222,0.7882100000000491,1.3153100000000677,0,1.885719999999992,SAG,spk02_utt_fr02235,OTH
139,triplet47,veronique_eng_67,0.5786899999999946,1.037649999999985,0,1.5265299999999797,SAHG,spk01_utt_en01073,TGT
140,triplet47,jeremy_eng_70,0.4386000000000081,0.8600000000000136,0,1.210000000000008,SAHG,spk05_utt_en05073,X
141,triplet48,veronique_eng_104,0.6385500000000093,1.0376400000000103,0,1.4866200000000163,ZAHF,spk01_utt_en01115,OTH
142,triplet48,maureen_fr_169,0.9059500000000753,1.4659900000000334,0,2.015420000000063,ZAF,spk02_utt_fr02173,TGT
143,triplet48,remi_fr_161,0.42903000000001157,0.9179200000000378,0,1.416780000000017,ZAF,spk03_utt_fr03166,X
144,triplet49,maureen_fr_153,0.9777799999999957,1.4467200000000275,0,2.0553300000000263,ZOS,spk02_utt_fr02154,OTH
145,triplet49,veronique_eng_93,0.6784600000000012,1.1074799999999811,0,1.4866200000000163,ZAHS,spk01_utt_en01101,TGT
146,triplet49,ewan_eng_98,0.4190499999999986,0.9478399999999851,0,1.3668899999999837,ZAHS,spk06_utt_en06101,X
147,triplet50,veronique_eng_93,0.6784600000000012,1.1074799999999811,0,1.4866200000000163,ZAHS,spk01_utt_en01101,OTH
148,triplet50,maureen_fr_168,0.9278899999999339,1.4141899999999623,0,1.9655299999999443,ZAS,spk02_utt_fr02172,TGT
149,triplet50,marc_fr_157,3.2724099999999794,3.751480000000015,0,4.110659999999996,ZAS,spk04_utt_fr04165,X
150,triplet51,veronique_fr_21,0.6485300000000009,1.016619999999996,0,1.4267600000000016,ZUF,spk01_utt_fr01021,OTH
151,triplet51,maureen_eng_50,0.6485199999999907,1.0675699999999892,0,1.4866199999999878,ZAEF,spk02_utt_en02052,TGT
152,triplet51,ewan_eng_51,0.4290200000000226,0.9242700000000212,0,1.2870700000000284,ZAEF,spk06_utt_en06053,X
153,triplet52,maureen_eng_117,0.6884400000000142,1.109670000000051,0,1.4966000000000008,SHAHS,spk02_utt_en02119,OTH
154,triplet52,veronique_fr_31,0.5288000000000039,0.8769799999999961,0,1.2970500000000058,SHUS,spk01_utt_fr01031,TGT
155,triplet52,remi_fr_30,0.47972000000000037,0.927890000000005,0,1.4766400000000033,SHUS,spk03_utt_fr03031,X
156,triplet53,maureen_fr_183,0.9518900000000485,1.4291600000000244,0,2.025390000000016,ZOEG,spk02_utt_fr02188,OTH
157,triplet53,veronique_eng_3,0.5761899999999995,0.8999999999999995,0,1.2870800000000004,ZUHG,spk01_utt_en01003,TGT
158,triplet53,ewan_eng_3,0.41903999999999986,0.7882099999999994,0,1.2671200000000002,ZUHG,spk06_utt_en06003,X
159,triplet54,veronique_eng_49,0.6385499999999951,1.0466399999999823,0,1.4866199999999878,ZAEV,spk01_utt_en01055,OTH
160,triplet54,maureen_fr_106,0.8765699999999583,1.3880800000000022,0,1.9056699999999864,ZIV,spk02_utt_fr02106,TGT
161,triplet54,marc_fr_96,0.5004799999999818,0.7981799999999737,0,1.2272100000000137,ZIV,spk04_utt_fr04104,X
162,triplet55,maureen_fr_15,0.9179099999999991,1.4418800000000047,0,1.9355999999999938,VUK,spk02_utt_fr02015,OTH
163,triplet55,veronique_eng_72,0.47892000000001644,0.9877600000000086,0,1.416780000000017,VAHK,spk01_utt_en01078,TGT
164,triplet55,jeremy_eng_74,0.45000000000001705,0.7800000000000011,0,1.1500000000000057,VAHK,spk05_utt_en05078,X
165,triplet56,veronique_eng_8,0.5487500000000001,0.9977300000000007,0,1.4068000000000005,FUHP,spk01_utt_en01008,OTH
166,triplet56,maureen_fr_205,0.7682499999999663,1.2227900000000318,0,1.7859399999999823,FOP,spk02_utt_fr02214,TGT
167,triplet56,marc_fr_198,0.5632800000000202,0.8780100000000175,0,1.2072599999999625,FOP,spk04_utt_fr04206,X
168,triplet57,veronique_fr_83,0.5487500000000125,0.990019999999987,0,1.317009999999982,ZYD,spk01_utt_fr01085,OTH
169,triplet57,maureen_eng_68,0.7283400000000029,1.1174599999999941,0,1.5464800000000025,ZAHD,spk02_utt_en02070,TGT
170,triplet57,ewan_eng_69,0.42901999999998,0.8480699999999786,0,1.2571399999999926,ZAHD,spk06_utt_en06071,X
171,triplet58,maureen_eng_76,0.6856900000000223,1.0175400000000252,0,1.5265300000000082,VAHG,spk02_utt_en02078,OTH
172,triplet58,veronique_fr_16,0.46893000000000384,0.8979600000000012,0,1.3070300000000081,VUG,spk01_utt_fr01016,TGT
173,triplet58,marc_fr_11,1.546479999999999,1.729379999999999,0,2.1351499999999994,VUG,spk04_utt_fr04016,X
174,triplet59,maureen_fr_198,1.0020499999999402,1.4004799999999022,0,1.9355999999999085,VOEB,spk02_utt_fr02205,OTH
175,triplet59,veronique_eng_43,0.6485199999999907,1.0974999999999966,0,1.556459999999987,VAEB,spk01_utt_en01049,TGT
176,triplet59,jeremy_eng_46,0.35999999999999943,0.8399999999999892,0,1.1999999999999886,VAEB,spk05_utt_en05049,X
177,triplet60,veronique_eng_86,0.5587299999999686,1.027670000000029,0,1.4866200000000163,VAHP,spk01_utt_en01094,OTH
178,triplet60,maureen_fr_96,0.8081599999999867,1.300040000000024,0,1.7959200000000237,VYP,spk02_utt_fr02096,TGT
179,triplet60,remi_fr_91,1.0675799999999924,1.493549999999999,0,2.0553299999999695,VYP,spk03_utt_fr03094,X
180,triplet61,maureen_fr_65,0.8081599999999867,1.3868500000000097,0,1.885709999999989,SHEV,spk02_utt_fr02065,OTH
181,triplet61,veronique_eng_115,0.46893999999997504,0.9977399999999648,0,1.4566899999999805,SHAHV,spk01_utt_en01126,TGT
182,triplet61,jeremy_eng_119,0.37701000000004115,0.7100000000000364,0,1.1200000000000045,SHAHV,spk05_utt_en05126,X
183,triplet62,maureen_eng_54,0.7183700000000215,1.1074800000000096,0,1.5464900000000057,VAEZ,spk02_utt_en02056,OTH
184,triplet62,veronique_fr_157,0.4888899999999694,1.0276699999999437,0,1.4367399999999861,VOZ,spk01_utt_fr01160,TGT
185,triplet62,remi_fr_156,1.2172300000000291,1.7959200000000237,0,2.3047599999999875,VOZ,spk03_utt_fr03160,X
186,triplet63,veronique_fr_132,0.47892000000001644,0.9378700000000322,0,1.28708000000006,ZOEF,spk01_utt_fr01134,OTH
187,triplet63,maureen_eng_21,0.7981800000000021,1.1487300000000005,0,1.5963700000000003,ZUHF,spk02_utt_en02021,TGT
188,triplet63,jeremy_eng_21,0.4200000000000017,0.8081099999999992,0,1.3100000000000023,ZUHF,spk05_utt_en05021,X
189,triplet64,maureen_eng_227,0.838100000000054,1.1138300000000072,0,1.6063500000000204,VIHB,spk02_utt_en02229,OTH
190,triplet64,veronique_fr_215,0.5088399999999638,0.8379899999999338,0,1.2870700000000284,VAB,spk01_utt_fr01223,TGT
191,triplet64,marc_fr_214,0.47890999999998485,0.9079300000000217,0,1.3569099999999708,VAB,spk04_utt_fr04223,X
192,triplet65,veronique_fr_52,0.489609999999999,0.8380999999999972,0,1.2272099999999995,ZEF,spk01_utt_fr01053,OTH
193,triplet65,maureen_eng_50,0.6485199999999907,1.0675699999999892,0,1.4866199999999878,ZAEF,spk02_utt_en02052,TGT
194,triplet65,jeremy_eng_50,0.37000000000000455,0.8002899999999897,0,1.1899999999999977,ZAEF,spk05_utt_en05053,X
195,triplet66,veronique_eng_6,0.5287999999999986,0.9977299999999989,0,1.4467099999999995,SUHG,spk01_utt_en01006,OTH
196,triplet66,maureen_fr_204,0.8680299999999761,1.3369599999999764,0,1.9256200000000945,SOG,spk02_utt_fr02212,TGT
197,triplet66,marc_fr_197,1.2770900000000438,1.5896900000000755,0,2.065300000000036,SOG,spk04_utt_fr04205,X
198,triplet67,maureen_fr_82,2.0653000000000077,2.66285000000002,0,3.1927399999999864,VIB,spk02_utt_fr02082,OTH
199,triplet67,veronique_eng_17,0.6385500000000022,0.9977299999999971,0,1.5065700000000035,VUHB,spk01_utt_en01017,TGT
200,triplet67,ewan_eng_17,0.42903000000000446,0.7981899999999982,0,1.1873000000000005,VUHB,spk06_utt_en06017,X
201,triplet68,maureen_eng_49,0.7083899999999943,1.129409999999993,0,1.5365000000000038,ZAES,spk02_utt_en02051,OTH
202,triplet68,veronique_fr_20,0.6086200000000019,0.9395899999999955,0,1.3469399999999965,ZUS,spk01_utt_fr01020,TGT
203,triplet68,marc_fr_15,0.3691599999999937,0.6884299999999968,0,1.0974999999999966,ZUS,spk04_utt_fr04020,X
204,triplet69,veronique_fr_99,0.5287999999999897,0.9278900000000192,0,1.3369600000000048,ZIS,spk01_utt_fr01101,OTH
205,triplet69,maureen_eng_49,0.7083899999999943,1.129409999999993,0,1.5365000000000038,ZAES,spk02_utt_en02051,TGT
206,triplet69,ewan_eng_50,0.4489799999999917,0.9777799999999957,0,1.3668900000000122,ZAES,spk06_utt_en06052,X
207,triplet70,veronique_eng_68,0.598639999999989,1.0376400000000103,0,1.5265299999999797,FAHP,spk01_utt_en01074,OTH
208,triplet70,maureen_fr_90,0.8979500000000371,1.3969900000000735,0,1.8857100000000173,FYP,spk02_utt_fr02090,TGT
209,triplet70,remi_fr_86,0.7483000000000004,1.2671200000000056,0,2.175049999999999,FYP,spk03_utt_fr03088,X
210,triplet71,veronique_fr_46,0.5886599999999902,0.9543699999999973,0,1.2770999999999901,VEK,spk01_utt_fr01047,OTH
211,triplet71,maureen_eng_44,0.768250000000009,1.0875300000000152,0,1.5365100000000211,VAEK,spk02_utt_en02046,TGT
212,triplet71,jeremy_eng_44,0.3999999999999915,0.8199999999999932,0,1.25,VAEK,spk05_utt_en05047,X
213,triplet72,veronique_eng_24,0.6086199999999948,1.0808000000000035,0,1.5365099999999998,SUHF,spk01_utt_en01026,OTH
214,triplet72,maureen_fr_26,0.8913599999999917,1.3269799999999918,0,1.9156399999999962,SUF,spk02_utt_fr02026,TGT
215,triplet72,remi_fr_25,0.6884300000000039,1.087530000000008,0,1.7160999999999973,SUF,spk03_utt_fr03026,X
