filename,utt,start,end,stimulus,stim_start,stim_end,stim_count
vero_full_fr,JE STOCKE FIP ICI,148.53492,149.93175,FIP,149.13356,149.46281,74
vero_full_fr,JE STOCKE FIB ICI,150.58027,151.99705,FIB,151.2288,151.61791,75
vero_full_fr,JE STOCKE SHIB ICI,152.40612,153.80295,SHIB,152.92494,153.34399,76
vero_full_fr,JE STOCKE SHID ICI,154.47143,155.85828,SHID,155.0102,155.36939,77
vero_full_fr,JE STOCKE VIK ICI,156.44694,157.79388,VIK,156.93583,157.33492,78
vero_full_fr,JE STOCKE VIG ICI,158.47234,159.82925,VIG,159.00113,159.50998,79
vero_full_fr,JE STOCKE VIB ICI,160.54762,161.89456,VIB,161.04649,161.53537,80
vero_full_fr,JE STOCKE ZYP ICI,165.06735,166.33447,ZYP,165.6161,165.96531,81
vero_full_fr,JE STOCKE ZYK ICI,166.87324,168.30998,ZYK,167.58163,167.90091,82
vero_full_fr,JE STOCKE ZYG ICI,168.89864,170.26553,ZYG,169.53719,169.83651,83
vero_full_fr,JE STOCKE ZYB ICI,170.96395,172.34082,ZYB,171.52268,171.84195,84
vero_full_fr,JE STOCKE ZYD ICI,173.03923,174.35624,ZYD,173.58798,174.04694,85
vero_full_fr,JE STOCKE SYT ICI,175.08458,176.39161,SYT,175.56349,176.06236,86
vero_full_fr,JE STOCKE SYG ICI,177.09002,178.49683,SYG,177.51905,178.12766,87
vero_full_fr,JE STOCKE FYP ICI,179.11542,180.42245,FYP,179.68413,180.05329,88
vero_full_fr,JE STOCKE FYB ICI,181.12086,182.48776,FYB,181.68957,182.09864,89
vero_full_fr,JE STOCKE SHYP ICI,183.22608,184.4932,SHYP,183.70499,184.0542,90
vero_full_fr,JE STOCKE SHYK ICI,185.19161,186.51859,SHYK,185.62063,186.13946,91
vero_full_fr,JE STOCKE SHYB ICI,187.10726,188.48413,SHYB,187.65601,188.02517,92
vero_full_fr,JE STOCKE SHYD ICI,189.10272,190.43968,SHYD,189.61156,189.97075,93
vero_full_fr,JE STOCKE VYP ICI,191.15805,192.41519,VYP,191.58707,191.96621,94
vero_full_fr,JE STOCKE VYT ICI,193.09365,194.40068,VYT,193.52268,194.03152,95
vero_full_fr,JE STOCKE VYK ICI,195.09909,196.40612,VYK,195.55805,195.99705,96
vero_full_fr,JE STOCKE VYG ICI,197.08458,198.46145,VYG,197.67324,198.11224,97
vero_full_fr,JE STOCKE VYB ICI,199.07007,200.42698,VYB,199.52902,200.07778,98
vero_full_fr,JE STOCKE VYD ICI,201.06553,202.46236,VYD,201.70408,202.14308,99
vero_full_fr,JE STOCKE ZIZ ICI,206.37347,207.6805,ZIZ,206.92222,207.27143,100
vero_full_fr,JE STOCKE ZIS ICI,208.16939,209.50635,ZIS,208.69819,209.09728,101
vero_full_fr,JE STOCKE ZIF ICI,210.17483,211.49184,ZIF,210.73356,211.08277,102
vero_full_fr,JE STOCKE ZISH ICI,212.16032,213.44739,ZISH,212.58934,213.02834,103
vero_full_fr,JE STOCKE ZIV ICI,214.03605,215.4229,ZIV,214.70454,215.05374,104
vero_full_fr,JE STOCKE SIZ ICI,215.99161,217.36848,SIZ,216.54036,216.99932,105
vero_full_fr,JE STOCKE SISH ICI,217.94717,219.32404,SISH,218.44603,218.88503,106
vero_full_fr,JE STOCKE SIV ICI,219.90272,221.28957,SIV,220.41156,220.93039,107
vero_full_fr,JE STOCKE SHIZ ICI,221.95805,223.28503,SHIZ,222.39705,222.85601,108
vero_full_fr,JE STOCKE SHIS ICI,223.85374,225.20068,SHIS,224.36259,224.81156,109
vero_full_fr,JE STOCKE SHIF ICI,225.83923,227.22608,SHIF,226.38798,226.73719,110
vero_full_fr,JE STOCKE SHIV ICI,227.82472,229.19161,SHIV,228.33356,228.8424,111
vero_full_fr,JE STOCKE VISH ICI,229.80023,231.22698,VISH,230.34898,230.75805,112
vero_full_fr,JE STOCKE ZYZ ICI,232.41429,233.80113,ZYZ,233.00295,233.34218,113
vero_full_fr,JE STOCKE ZYS ICI,234.33991,235.74671,ZYS,234.96848,235.39751,114
vero_full_fr,JE STOCKE ZYF ICI,236.30544,237.66236,ZYF,236.87415,237.25329,115
vero_full_fr,JE STOCKE ZYSH ICI,238.24104,239.59796,ZYSH,238.80975,239.16893,116
vero_full_fr,JE STOCKE ZYV ICI,240.25646,241.63333,ZYV,240.83515,241.22426,117
vero_full_fr,JE STOCKE SYF ICI,242.24195,243.65873,SYF,242.80068,243.19977,118
vero_full_fr,JE STOCKE SYSH ICI,244.21746,245.55442,SYSH,244.64649,245.16531,119
vero_full_fr,JE STOCKE SYV ICI,246.17302,247.55986,SYV,246.68186,247.10091,120
vero_full_fr,JE STOCKE FYF ICI,248.19841,249.54535,FYF,248.86689,249.04649,121
vero_full_fr,JE STOCKE FYSH ICI,250.19388,251.56077,FYSH,250.86236,251.1517,122
vero_full_fr,JE STOCKE SHYZ ICI,252.66825,254.02517,SHYZ,253.1771,253.63605,123
vero_full_fr,JE STOCKE SHYS ICI,254.65374,256.04059,SHYS,255.19252,255.65147,124
vero_full_fr,JE STOCKE SHYF ICI,256.6093,258.33537,SHYF,257.46735,257.80658,125
vero_full_fr,JE STOCKE SHYV ICI,259.18345,260.57029,SHYV,259.70227,260.14127,126
vero_full_fr,JE STOCKE VYZ ICI,261.14898,262.5458,VYZ,261.69773,262.15669,127
vero_full_fr,JE STOCKE VYS ICI,263.05465,264.49138,VYS,263.54354,264.06236,128
vero_full_fr,JE STOCKE VYF ICI,265.74853,267.07551,VYF,266.22744,266.70635,129
vero_full_fr,JE STOCKE VYSH ICI,267.6542,268.99116,VYSH,268.15306,268.60204,130
vero_full_fr,JE STOCKE VYV ICI,269.5898,270.9966,VYV,270.06871,270.52766,131
vero_full_fr,JE STOCKE ZOEZ ICI,276.6737,278.02063,ZOEZ,277.22245,277.62154,132
vero_full_fr,JE STOCKE ZOES ICI,278.45964,279.84649,ZOES,279.0483,279.4873,133
vero_full_fr,JE STOCKE ZOEF ICI,280.37528,281.66236,ZOEF,280.8542,281.31315,134
vero_full_fr,JE STOCKE ZOESH ICI,282.32086,283.69773,ZOESH,282.79977,283.30862,135
vero_full_fr,JE STOCKE ZOEV ICI,284.25646,285.58345,ZOEV,284.83515,285.21429,136
vero_full_fr,JE STOCKE SOEZ ICI,286.16213,287.57891,SOEZ,286.63107,287.15986,137
vero_full_fr,JE STOCKE SOEF ICI,288.23741,289.51451,SOEF,288.68639,289.1254,138
vero_full_fr,JE STOCKE SOESH ICI,290.15306,291.52993,SOESH,290.60204,291.061,139
vero_full_fr,JE STOCKE SOEV ICI,292.11859,293.54535,SOEV,292.66735,293.07642,140
vero_full_fr,JE STOCKE FOEF ICI,294.11406,295.48095,FOEF,294.63288,295.07188,141
vero_full_fr,JE STOCKE FOESH ICI,296.08957,297.47642,FOESH,296.6483,297.05737,142
vero_full_fr,JE STOCKE SHOEZ ICI,298.32449,299.83107,SHOEZ,298.94308,299.41202,143
vero_full_fr,JE STOCKE SHOES ICI,300.36984,301.7966,SHOES,300.90862,301.44739,144
vero_full_fr,JE STOCKE SHOEF ICI,302.35533,303.70227,SHOEF,302.88413,303.28322,145
vero_full_fr,JE STOCKE SHOEV ICI,304.25102,305.63787,SHOEV,304.73991,305.17891,146
vero_full_fr,JE STOCKE VOEZ ICI,306.24649,307.64331,VOEZ,306.82517,307.2542,147
vero_full_fr,JE STOCKE VOES ICI,308.24195,309.61882,VOES,308.86054,309.26961,148
vero_full_fr,JE STOCKE VOESH ICI,310.24739,311.70408,VOESH,310.68639,311.24512,149
vero_full_fr,JE STOCKE ZOZ ICI,316.46327,317.80023,ZOZ,316.98209,317.35125,150
vero_full_fr,JE STOCKE ZOS ICI,318.36893,319.69592,ZOS,318.90771,319.33673,151
vero_full_fr,JE STOCKE ZOF ICI,320.32449,321.65147,ZOF,320.88322,321.2424,152
vero_full_fr,JE STOCKE ZOSH ICI,322.27007,323.60703,ZOSH,322.84875,323.19796,153
vero_full_fr,JE STOCKE ZOV ICI,324.38526,325.79206,ZOV,324.97392,325.30317,154
vero_full_fr,JE STOCKE SOZ ICI,326.46054,327.8873,SOZ,326.95941,327.38844,155
vero_full_fr,JE STOCKE SOSH ICI,328.4161,329.86281,SOSH,329.00476,329.40385,156
vero_full_fr,JE STOCKE SOV ICI,330.45147,331.88821,SOV,331.03016,331.38934,157
vero_full_fr,JE STOCKE FOF ICI,332.45692,333.8737,FOF,333.04558,333.41474,158
vero_full_fr,JE STOCKE FOSH ICI,334.48231,335.84921,FOSH,334.94127,335.42018,159
vero_full_fr,JE STOCKE VOZ ICI,336.45782,337.89456,VOZ,336.94671,337.48549,160
vero_full_fr,JE STOCKE VOS ICI,338.50317,339.93991,VOS,338.98209,339.52086,161
vero_full_fr,JE STOCKE VOF ICI,340.70816,341.86553,VOF,341.11723,341.46644,162
vero_full_fr,JE STOCKE VOSH ICI,342.69365,343.92086,VOSH,343.08277,343.48186,163
vero_full_fr,JE STOCKE VOV ICI,344.53946,345.7068,VOV,344.9585,345.27778,164
vero_full_fr,JE STOCKE ZAS ICI,348.81973,350.08685,ZAS,349.24875,349.70771,165
vero_full_fr,JE STOCKE ZAF ICI,350.62562,351.85283,ZAF,351.03469,351.42381,166
vero_full_fr,JE STOCKE ZASH ICI,352.48141,353.76848,ZASH,352.8805,353.3195,167
vero_full_fr,JE STOCKE ZAV ICI,354.25737,355.48458,ZAV,354.67642,355.01565,168
vero_full_fr,JE STOCKE SAZ ICI,355.97347,357.22063,SAZ,356.46236,356.77166,169
vero_full_fr,JE STOCKE SAF ICI,357.68957,358.88685,SAF,358.17846,358.53764,170
vero_full_fr,JE STOCKE FAF ICI,359.63515,360.91224,FAF,360.06417,360.46327,171
vero_full_fr,JE STOCKE SHAZ ICI,361.62063,362.82789,SHAZ,361.9898,362.40884,172
vero_full_fr,JE STOCKE SHAF ICI,363.66599,365.04286,SHAF,364.1449,364.52404,173
vero_full_fr,JE STOCKE SHAV ICI,365.66145,366.92857,SHAV,366.14036,366.47959,174
vero_full_fr,JE STOCKE VAS ICI,367.41746,368.53492,VAS,367.76667,368.20567,175
vero_full_fr,JE STOCKE VAF ICI,369.11361,370.28095,VAF,369.53265,369.87188,176
vero_full_fr,JE STOCKE VAV ICI,370.90952,372.1068,VAV,371.31859,371.6678,177
vero_full_fr,JE STOCKE ZOEP ICI,373.72313,374.93039,ZOEP,374.19206,374.56122,178
vero_full_fr,JE STOCKE ZOET ICI,376.16757,377.35488,ZOET,376.5966,377.0356,179
vero_full_fr,JE STOCKE ZOEK ICI,378.16304,379.42018,ZOEK,378.55215,378.9712,180
vero_full_fr,JE STOCKE ZOEG ICI,380.59751,381.80476,ZOEG,380.95669,381.47551,181
vero_full_fr,JE STOCKE ZOED ICI,382.6229,383.84014,ZOED,383.03197,383.51088,182
vero_full_fr,JE STOCKE SOET ICI,384.6483,385.93537,SOET,385.04739,385.57619,183
vero_full_fr,JE STOCKE SOEG ICI,386.65374,387.91088,SOEG,387.08277,387.58163,184
vero_full_fr,JE STOCKE FOEP ICI,389.09819,390.40522,FOEP,389.5771,389.96621,185
vero_full_fr,JE STOCKE FOET ICI,391.39297,392.65011,FOET,391.93175,392.35079,186
vero_full_fr,JE STOCKE FOEG ICI,393.50816,394.79524,FOEG,393.95714,394.46599,187
vero_full_fr,JE STOCKE FOEB ICI,395.4737,396.77075,FOEB,395.96259,396.43152,188
vero_full_fr,JE STOCKE SHOEP ICI,397.4093,398.65646,SHOEP,397.85828,398.24739,189
vero_full_fr,JE STOCKE SHOET ICI,399.5644,400.91134,SHOET,400.02336,400.59206,190
vero_full_fr,JE STOCKE SHOEK ICI,401.63968,402.9068,SHOEK,402.06871,402.51769,191
vero_full_fr,JE STOCKE SHOEB ICI,403.58526,404.91224,SHOEB,404.0542,404.43333,192
vero_full_fr,JE STOCKE SHOED ICI,405.58073,406.90771,SHOED,406.03968,406.52857,193
vero_full_fr,JE STOCKE VOEP ICI,407.53628,408.73356,VOEP,408.02517,408.35442,194
vero_full_fr,JE STOCKE VOET ICI,409.63152,410.78889,VOET,410.11043,410.47959,195
vero_full_fr,JE STOCKE VOEK ICI,411.60703,412.8542,VOEK,412.07596,412.44512,196
vero_full_fr,JE STOCKE VOEG ICI,413.60249,414.80975,VOEG,414.07143,414.4805,197
vero_full_fr,JE STOCKE VOEB ICI,415.51814,416.75533,VOEB,415.9771,416.39615,198
vero_full_fr,JE STOCKE VOED ICI,417.43379,418.64104,VOED,417.93265,418.32177,199
vero_full_fr,JE STOCKE ZOP ICI,421.68413,422.88141,ZOP,422.10317,422.48231,200
vero_full_fr,JE STOCKE ZOT ICI,425.69501,426.96213,ZOT,426.20385,426.60295,201
vero_full_fr,JE STOCKE ZOK ICI,427.65057,428.8678,ZOK,428.09955,428.5585,202
vero_full_fr,JE STOCKE ZOG ICI,429.56621,430.82336,ZOG,430.01519,430.3644,203
vero_full_fr,JE STOCKE ZOD ICI,431.61156,432.86871,ZOD,432.0805,432.40975,204
vero_full_fr,JE STOCKE SOG ICI,433.69683,434.97392,SOG,434.13583,434.62472,205
vero_full_fr,JE STOCKE FOP ICI,435.98163,437.23878,FOP,436.49048,436.7898,206
vero_full_fr,JE STOCKE FOT ICI,438.07687,439.28413,FOT,438.59569,438.95488,207
vero_full_fr,JE STOCKE FOB ICI,440.05238,441.25964,FOB,440.49138,440.82063,208
vero_full_fr,JE STOCKE SHOB ICI,442.22744,443.58435,SHOB,442.68639,443.10544,209
vero_full_fr,JE STOCKE VOP ICI,444.63197,445.90907,VOP,445.10091,445.43016,210
vero_full_fr,JE STOCKE VOK ICI,446.41791,447.63515,VOK,446.88685,447.3059,211
vero_full_fr,JE STOCKE VOB ICI,448.28367,449.56077,VOB,448.74263,449.22154,212
vero_full_fr,JE STOCKE VOD ICI,450.18934,451.45646,VOD,450.68821,451.15714,213
vero_full_fr,JE STOCKE ZAT ICI,452.77347,454.00068,ZAT,453.20249,453.66145,214
vero_full_fr,JE STOCKE ZAG ICI,454.56939,455.86644,ZAG,455.0483,455.50726,215
vero_full_fr,JE STOCKE ZAB ICI,456.42517,457.74218,ZAB,456.91406,457.25329,216
vero_full_fr,JE STOCKE SAT ICI,458.42063,459.67778,SAT,458.88957,459.3585,217
vero_full_fr,JE STOCKE SAG ICI,460.11678,461.52358,SAG,460.67551,461.19433,218
vero_full_fr,JE STOCKE SHAP ICI,462.24195,463.52902,SHAP,462.70091,463.07007,219
vero_full_fr,JE STOCKE SHAB ICI,464.30726,465.61429,SHAB,464.76621,465.1254,220
vero_full_fr,JE STOCKE SHAD ICI,466.30272,467.60975,SHAD,466.74172,467.2805,221
vero_full_fr,JE STOCKE VAT ICI,468.29819,469.55533,VAT,468.76712,469.2161,222
vero_full_fr,JE STOCKE VAB ICI,470.46327,471.75034,VAB,470.97211,471.27143,223
vero_full_fr,JE STOCKE VAD ICI,472.39887,473.76576,VAD,472.92766,473.28685,224
vero_full_fr,JE STOCKE ZIG ICI,474.73356,475.96077,ZIG,475.16259,475.63152,225
vero_full_fr,JE STOCKE ZIB ICI,476.70907,477.95624,ZIB,477.12812,477.47732,226
vero_full_fr,JE STOCKE ZID ICI,478.65465,480.10136,ZID,479.33311,479.75215,227
vero_full_fr,JE STOCKE SIG ICI,480.67007,482.02698,SIG,481.32857,481.68776,228
vero_full_fr,JE STOCKE SIB ICI,482.62562,483.96259,SIB,483.18435,483.45374,229
vero_full_fr,JE STOCKE FIP ICI,484.56122,485.83832,FIP,485.10998,485.37937,230
vero_full_fr,JE STOCKE FIK ICI,486.56667,487.8737,FIK,487.1254,487.33492,231
vero_full_fr,JE STOCKE FID ICI,488.57211,489.88912,FID,489.10091,489.34036,232
vero_full_fr,JE STOCKE SHIG ICI,490.5576,491.80476,SHIG,490.94671,491.44558,233
vero_full_fr,JE STOCKE SHIB ICI,492.54308,493.85011,SHIB,492.97211,493.38118,234
vero_full_fr,JE STOCKE SHID ICI,494.59841,495.93537,SHID,495.02744,495.53628,235
vero_full_fr,JE STOCKE VIK ICI,496.66372,497.89093,VIK,497.17256,497.44195,236
vero_full_fr,JE STOCKE VIG ICI,498.66916,499.90635,VIG,499.1381,499.53719,237
vero_full_fr,JE STOCKE VIB ICI,500.62472,501.91179,VIB,501.13356,501.43288,238
vero_full_fr,JE STOCKE ZIZ ICI,502.83968,504.20658,ZIZ,503.27868,503.7576,239
vero_full_fr,JE STOCKE ZIS ICI,505.03469,506.27188,ZIS,505.4737,505.88277,240
vero_full_fr,JE STOCKE ZIF ICI,507.05011,508.34717,ZIF,507.50907,507.79841,241
vero_full_fr,JE STOCKE ZISH ICI,509.10544,510.33265,ZISH,509.51451,509.90363,242
vero_full_fr,JE STOCKE ZIV ICI,511.13084,512.31814,ZIV,511.53991,511.97891,243
vero_full_fr,JE STOCKE SIZ ICI,513.17619,514.45329,SIZ,513.73492,514.11406,244
vero_full_fr,JE STOCKE SISH ICI,515.27143,516.53855,SISH,515.66054,516.08957,245
vero_full_fr,JE STOCKE FIV ICI,517.3068,518.52404,FIV,517.79569,518.0551,246
vero_full_fr,JE STOCKE SHIZ ICI,519.30227,520.57937,SHIZ,519.70136,520.14036,247
vero_full_fr,JE STOCKE SHIS ICI,521.37755,522.6746,SHIS,521.77664,522.1059,248
vero_full_fr,JE STOCKE VISH ICI,523.41293,524.58027,VISH,523.85193,524.24104,249
marc_full_fr,JE STOCKE ZUP ICI,1.63878,3.59433,ZUP,2.7263,3.07551,1
marc_full_fr,JE STOCKE ZUT ICI,3.97347,4.96122,ZUT,4.39252,4.69184,2
marc_full_fr,JE STOCKE ZUG ICI,4.96122,6.6873,ZUG,5.90907,6.32812,3
marc_full_fr,JE STOCKE ZUB ICI,7.19615,8.35351,ZUB,7.71497,7.99433,4
marc_full_fr,JE STOCKE ZUD ICI,8.35351,10.05964,ZUD,9.40113,9.63061,5
marc_full_fr,JE STOCKE SUG ICI,10.28912,11.46644,SUG,10.72812,11.0873,6
marc_full_fr,JE STOCKE SUB ICI,12.18481,13.43197,SUB,12.60385,12.92313,7
marc_full_fr,JE STOCKE FUP ICI,13.69138,14.94853,FUP,14.33991,14.55941,8
marc_full_fr,JE STOCKE FUB ICI,15.86644,17.14354,FUB,16.44512,16.66463,9
marc_full_fr,JE STOCKE FUD ICI,18.02154,19.20884,FUD,18.57029,18.90952,10
marc_full_fr,JE STOCKE SHUP ICI,19.30862,20.80522,SHUP,20.16667,20.46599,11
marc_full_fr,JE STOCKE SHUG ICI,22.222,23.56893,SHUG,22.81066,23.10998,12
marc_full_fr,JE STOCKE SHUB ICI,24.12766,25.41474,SHUB,24.68639,24.99569,13
marc_full_fr,JE STOCKE VUP ICI,26.15306,27.86916,VUP,27.11088,27.40023,14
marc_full_fr,JE STOCKE VUK ICI,27.99887,29.18617,VUK,28.65737,28.85692,15
marc_full_fr,JE STOCKE VUG ICI,29.18617,31.32132,VUG,30.73265,30.9322,16
marc_full_fr,JE STOCKE VUB ICI,31.88005,32.94762,VUB,32.27914,32.52857,17
marc_full_fr,JE STOCKE VUD ICI,34.95306,36.09048,VUD,35.35215,35.69138,18
marc_full_fr,JE STOCKE ZUZ ICI,36.3,37.53719,ZUZ,36.72902,37.06825,19
marc_full_fr,JE STOCKE ZUS ICI,38.3254,39.4229,ZUS,38.69456,39.01383,20
marc_full_fr,JE STOCKE ZUF ICI,39.89184,41.02925,ZUF,40.28095,40.59025,21
marc_full_fr,JE STOCKE ZUSH ICI,41.02925,43.24422,ZUSH,42.4161,42.77528,22
marc_full_fr,JE STOCKE ZUV ICI,43.95261,45.32948,ZUV,44.59116,44.84059,23
marc_full_fr,JE STOCKE SUZ ICI,46.09773,47.6542,SUZ,46.83605,47.20522,24
marc_full_fr,JE STOCKE SUS ICI,49.99887,51.39569,SUS,50.62744,50.97664,25
marc_full_fr,JE STOCKE SUF ICI,51.39569,52.87234,SUF,52.0941,52.42336,26
marc_full_fr,JE STOCKE SUV ICI,53.41111,54.9576,SUV,53.84014,54.38889,27
marc_full_fr,JE STOCKE FUZ ICI,56.08503,57.35215,FUZ,56.65374,56.85329,28
marc_full_fr,JE STOCKE FUSH ICI,58.02063,59.54717,FUSH,58.80884,59.08821,29
marc_full_fr,JE STOCKE FUV ICI,61.35306,62.71995,FUV,61.822,62.32086,30
marc_full_fr,JE STOCKE FUS ICI,63.21882,64.48594,FUS,63.70771,63.96712,31
marc_full_fr,JE STOCKE SHUV ICI,65.20431,66.30181,SHUV,65.55351,65.85283,32
marc_full_fr,JE STOCKE VUZ ICI,67.00023,68.9458,VUZ,68.00794,68.34717,33
