chosse ʃ ɔ s
choub ʃ u b
chouche ʃ u ʃ
choud ʃ u d
chouffe ʃ u f
chougue ʃ u ɡ
chouk ʃ u k
choupe ʃ u p
chousse ʃ u s
chouve ʃ u v
chouz ʃ u z
chove ʃ ɔ v
choz ʃ ɔ z
chub ʃ y b
chuche ʃ y ʃ
chud ʃ y d
chuffe ʃ y f
chugue ʃ y ɡ
chuk ʃ y k
chunb ʃ œ̃ b
chunche ʃ œ̃ ʃ
chund ʃ œ̃ d
chunffe ʃ œ̃ f
chungue ʃ œ̃ ɡ
chunk ʃ œ̃ k
chunpe ʃ œ̃ p
chunsse ʃ œ̃ s
chunve ʃ œ̃ v
chunz ʃ œ̃ z
chupe ʃ y p
chusse ʃ y s
chuve ʃ y v
chuz ʃ y z
chèb ʃ ɛ b
chèche ʃ ɛ ʃ
chèd ʃ ɛ d
chèffe ʃ ɛ f
chègue ʃ ɛ ɡ
chèk ʃ ɛ k
chèpe ʃ ɛ p
chèsse ʃ ɛ s
chève ʃ ɛ v
chèz ʃ ɛ z
chéb ʃ e b
chéche ʃ e ʃ
chéd ʃ e d
chéffe ʃ e f
chégue ʃ e ɡ
chék ʃ e k
chépe ʃ e p
chésse ʃ e s
chéve ʃ e v
chéz ʃ e z
fab f a b
fache f a ʃ
fad f a d
faffe f a f
fague f a ɡ
fak f a k
fape f a p
fasse f a s
faub f o b
fauche f o ʃ
faud f o d
fauffe f o f
faugue f o ɡ
fauk f o k
faupe f o p
fausse f o s
fauve f o v
fauz f o z
fave f a v
faz f a z
feb f ə b
feche f ə ʃ
fed f ə d
feffe f ə f
fegue f ə ɡ
fek f ə k
fenb f ɑ̃ b
fenche f ɑ̃ ʃ
fend f ɑ̃ d
fenffe f ɑ̃ f
fengue f ɑ̃ ɡ
fenk f ɑ̃ k
fenpe f ɑ̃ p
fensse f ɑ̃ s
fenve f ɑ̃ v
fenz f ɑ̃ z
fepe f ə p
fesse f ə s
feub f ø b
feuche f ø ʃ
feud f ø d
feuffe f ø f
feugue f ø ɡ
feuk f ø k
feupe f ø p
feusse f ø s
feuve f ø v
feuz f ø z
feve f ə v
fez f ə z
fib f i b
fiche f i ʃ
fid f i d
fiffe f i f
figue f i ɡ
fik f i k
finb f ɛ̃ b
finche f ɛ̃ ʃ
find f ɛ̃ d
finffe f ɛ̃ f
fingue f ɛ̃ ɡ
fink f ɛ̃ k
finpe f ɛ̃ p
finsse f ɛ̃ s
finve f ɛ̃ v
finz f ɛ̃ z
fipe f i p
fisse f i s
five f i v
fiz f i z
fob f ɔ b
foche f ɔ ʃ
fod f ɔ d
foeb f œ b
foeche f œ ʃ
foed f œ d
foeffe f œ f
foegue f œ ɡ
foek f œ k
foepe f œ p
foesse f œ s
foeve f œ v
foez f œ z
foffe f ɔ f
fogue f ɔ ɡ
fok f ɔ k
fonb f ɔ̃ b
fonche f ɔ̃ ʃ
fond f ɔ̃ d
fonffe f ɔ̃ f
fongue f ɔ̃ ɡ
fonk f ɔ̃ k
fonpe f ɔ̃ p
fonsse f ɔ̃ s
fonve f ɔ̃ v
fonz f ɔ̃ z
fope f ɔ p
fosse f ɔ s
foub f u b
fouche f u ʃ
foud f u d
fouffe f u f
fougue f u ɡ
fouk f u k
foupe f u p
fousse f u s
fouve f u v
fouz f u z
fove f ɔ v
foz f ɔ z
fub f y b
fuche f y ʃ
fud f y d
fuffe f y f
fugue f y ɡ
fuk f y k
funb f œ̃ b
funche f œ̃ ʃ
fund f œ̃ d
funffe f œ̃ f
fungue f œ̃ ɡ
funk f œ̃ k
funpe f œ̃ p
funsse f œ̃ s
funve f œ̃ v
funz f œ̃ z
fupe f y p
fusse f y s
fuve f y v
fuz f y z
fèb f ɛ b
fèche f ɛ ʃ
fèd f ɛ d
fèffe f ɛ f
fègue f ɛ ɡ
fèk f ɛ k
fèpe f ɛ p
fèsse f ɛ s
fève f ɛ v
fèz f ɛ z
féb f e b
féche f e ʃ
féd f e d
féffe f e f
fégue f e ɡ
fék f e k
fépe f e p
fésse f e s
féve f e v
féz f e z
sab s a b
sache s a ʃ
sad s a d
saffe s a f
sague s a ɡ
sak s a k
sape s a p
sasse s a s
saub s o b
sauche s o ʃ
saud s o d
sauffe s o f
saugue s o ɡ
sauk s o k
saupe s o p
sausse s o s
sauve s o v
sauz s o z
save s a v
saz s a z
seb s ə b
seche s ə ʃ
sed s ə d
seffe s ə f
segue s ə ɡ
sek s ə k
senb s ɑ̃ b
senche s ɑ̃ ʃ
send s ɑ̃ d
senffe s ɑ̃ f
sengue s ɑ̃ ɡ
senk s ɑ̃ k
senpe s ɑ̃ p
sensse s ɑ̃ s
senve s ɑ̃ v
senz s ɑ̃ z
sepe s ə p
sesse s ə s
seub s ø b
seuche s ø ʃ
seud s ø d
seuffe s ø f
seugue s ø ɡ
seuk s ø k
seupe s ø p
seusse s ø s
seuve s ø v
seuz s ø z
seve s ə v
sez s ə z
sib s i b
siche s i ʃ
sid s i d
siffe s i f
sigue s i ɡ
sik s i k
sinb s ɛ̃ b
sinche s ɛ̃ ʃ
sind s ɛ̃ d
sinffe s ɛ̃ f
singue s ɛ̃ ɡ
sink s ɛ̃ k
sinpe s ɛ̃ p
sinsse s ɛ̃ s
sinve s ɛ̃ v
sinz s ɛ̃ z
sipe s i p
sisse s i s
sive s i v
siz s i z
sob s ɔ b
soche s ɔ ʃ
sod s ɔ d
soeb s œ b
soeche s œ ʃ
soed s œ d
soeffe s œ f
soegue s œ ɡ
soek s œ k
soepe s œ p
soesse s œ s
soeve s œ v
soez s œ z
soffe s ɔ f
sogue s ɔ ɡ
sok s ɔ k
sonb s ɔ̃ b
sonche s ɔ̃ ʃ
sond s ɔ̃ d
sonffe s ɔ̃ f
songue s ɔ̃ ɡ
sonk s ɔ̃ k
sonpe s ɔ̃ p
sonsse s ɔ̃ s
sonve s ɔ̃ v
sonz s ɔ̃ z
sope s ɔ p
sosse s ɔ s
soub s u b
souche s u ʃ
soud s u d
souffe s u f
sougue s u ɡ
souk s u k
soupe s u p
sousse s u s
souve s u v
souz s u z
sove s ɔ v
soz s ɔ z
sub s y b
suche s y ʃ
sud s y d
suffe s y f
sugue s y ɡ
suk s y k
sunb s œ̃ b
sunche s œ̃ ʃ
sund s œ̃ d
sunffe s œ̃ f
sungue s œ̃ ɡ
sunk s œ̃ k
sunpe s œ̃ p
sunsse s œ̃ s
sunve s œ̃ v
sunz s œ̃ z
supe s y p
susse s y s
suve s y v
suz s y z
sèb s ɛ b
sèche s ɛ ʃ
sèd s ɛ d
sèffe s ɛ f
sègue s ɛ ɡ
sèk s ɛ k
sèpe s ɛ p
sèsse s ɛ s
sève s ɛ v
sèz s ɛ z
séb s e b
séche s e ʃ
séd s e d
séffe s e f
ségue s e ɡ
sék s e k
sépe s e p
sésse s e s
séve s e v
séz s e z
vab v a b
vache v a ʃ
vad v a d
vaffe v a f
vague v a ɡ
vak v a k
vape v a p
vasse v a s
vaub v o b
vauche v o ʃ
vaud v o d
vauffe v o f
vaugue v o ɡ
vauk v o k
vaupe v o p
vausse v o s
vauve v o v
vauz v o z
vave v a v
vaz v a z
veb v ə b
veche v ə ʃ
ved v ə d
veffe v ə f
vegue v ə ɡ
vek v ə k
venb v ɑ̃ b
venche v ɑ̃ ʃ
vend v ɑ̃ d
venffe v ɑ̃ f
vengue v ɑ̃ ɡ
venk v ɑ̃ k
venpe v ɑ̃ p
vensse v ɑ̃ s
venve v ɑ̃ v
venz v ɑ̃ z
vepe v ə p
vesse v ə s
veub v ø b
veuche v ø ʃ
veud v ø d
veuffe v ø f
veugue v ø ɡ
veuk v ø k
veupe v ø p
veusse v ø s
veuve v ø v
veuz v ø z
veve v ə v
vez v ə z
vib v i b
viche v i ʃ
vid v i d
viffe v i f
vigue v i ɡ
vik v i k
vinb v ɛ̃ b
vinche v ɛ̃ ʃ
vind v ɛ̃ d
vinffe v ɛ̃ f
vingue v ɛ̃ ɡ
vink v ɛ̃ k
vinpe v ɛ̃ p
vinsse v ɛ̃ s
vinve v ɛ̃ v
vinz v ɛ̃ z
vipe v i p
visse v i s
vive v i v
viz v i z
vob v ɔ b
voche v ɔ ʃ
vod v ɔ d
voeb v œ b
voeche v œ ʃ
voed v œ d
voeffe v œ f
voegue v œ ɡ
voek v œ k
voepe v œ p
voesse v œ s
voeve v œ v
voez v œ z
voffe v ɔ f
vogue v ɔ ɡ
vok v ɔ k
vonb v ɔ̃ b
vonche v ɔ̃ ʃ
vond v ɔ̃ d
vonffe v ɔ̃ f
vongue v ɔ̃ ɡ
vonk v ɔ̃ k
vonpe v ɔ̃ p
vonsse v ɔ̃ s
vonve v ɔ̃ v
vonz v ɔ̃ z
vope v ɔ p
vosse v ɔ s
voub v u b
vouche v u ʃ
voud v u d
vouffe v u f
vougue v u ɡ
vouk v u k
voupe v u p
vousse v u s
vouve v u v
vouz v u z
vove v ɔ v
voz v ɔ z
vub v y b
vuche v y ʃ
vud v y d
vuffe v y f
vugue v y ɡ
vuk v y k
vunb v œ̃ b
vunche v œ̃ ʃ
vund v œ̃ d
vunffe v œ̃ f
vungue v œ̃ ɡ
vunk v œ̃ k
vunpe v œ̃ p
vunsse v œ̃ s
vunve v œ̃ v
vunz v œ̃ z
vupe v y p
vusse v y s
vuve v y v
vuz v y z
vèb v ɛ b
vèche v ɛ ʃ
vèd v ɛ d
vèffe v ɛ f
vègue v ɛ ɡ
vèk v ɛ k
vèpe v ɛ p
vèsse v ɛ s
vève v ɛ v
vèz v ɛ z
véb v e b
véche v e ʃ
véd v e d
véffe v e f
végue v e ɡ
vék v e k
vépe v e p
vésse v e s
véve v e v
véz v e z
zab z a b
zache z a ʃ
zad z a d
zaffe z a f
zague z a ɡ
zak z a k
zape z a p
zasse z a s
zaub z o b
zauche z o ʃ
zaud z o d
zauffe z o f
zaugue z o ɡ
zauk z o k
zaupe z o p
zausse z o s
zauve z o v
zauz z o z
zave z a v
zaz z a z
zeb z ə b
zeche z ə ʃ
zed z ə d
zeffe z ə f
zegue z ə ɡ
zek z ə k
zenb z ɑ̃ b
zenche z ɑ̃ ʃ
zend z ɑ̃ d
zenffe z ɑ̃ f
zengue z ɑ̃ ɡ
zenk z ɑ̃ k
zenpe z ɑ̃ p
zensse z ɑ̃ s
zenve z ɑ̃ v
zenz z ɑ̃ z
zepe z ə p
zesse z ə s
zeub z ø b
zeuche z ø ʃ
zeud z ø d
zeuffe z ø f
zeugue z ø ɡ
zeuk z ø k
zeupe z ø p
zeusse z ø s
zeuve z ø v
zeuz z ø z
zeve z ə v
zez z ə z
zib z i b
ziche z i ʃ
zid z i d
ziffe z i f
zigue z i ɡ
zik z i k
zinb z ɛ̃ b
zinche z ɛ̃ ʃ
zind z ɛ̃ d
zinffe z ɛ̃ f
zingue z ɛ̃ ɡ
zink z ɛ̃ k
zinpe z ɛ̃ p
zinsse z ɛ̃ s
zinve z ɛ̃ v
zinz z ɛ̃ z
zipe z i p
zisse z i s
zive z i v
ziz z i z
zob z ɔ b
zoche z ɔ ʃ
zod z ɔ d
zoeb z œ b
zoeche z œ ʃ
zoed z œ d
zoeffe z œ f
zoegue z œ ɡ
zoek z œ k
zoepe z œ p
zoesse z œ s
zoeve z œ v
zoez z œ z
zoffe z ɔ f
zogue z ɔ ɡ
zok z ɔ k
zonb z ɔ̃ b
zonche z ɔ̃ ʃ
zond z ɔ̃ d
zonffe z ɔ̃ f
zongue z ɔ̃ ɡ
zonk z ɔ̃ k
zonpe z ɔ̃ p
zonsse z ɔ̃ s
zonve z ɔ̃ v
zonz z ɔ̃ z
zope z ɔ p
zosse z ɔ s
zoub z u b
zouche z u ʃ
zoud z u d
zouffe z u f
zougue z u ɡ
zouk z u k
zoupe z u p
zousse z u s
zouve z u v
zouz z u z
zove z ɔ v
zoz z ɔ z
zub z y b
zuche z y ʃ
zud z y d
zuffe z y f
zugue z y ɡ
zuk z y k
zunb z œ̃ b
zunche z œ̃ ʃ
zund z œ̃ d
zunffe z œ̃ f
zungue z œ̃ ɡ
zunk z œ̃ k
zunpe z œ̃ p
zunsse z œ̃ s
zunve z œ̃ v
zunz z œ̃ z
zupe z y p
zusse z y s
zuve z y v
zuz z y z
zèb z ɛ b
zèche z ɛ ʃ
zèd z ɛ d
zèffe z ɛ f
zègue z ɛ ɡ
zèk z ɛ k
zèpe z ɛ p
zèsse z ɛ s
zève z ɛ v
zèz z ɛ z
zéb z e b
zéche z e ʃ
zéd z e d
zéffe z e f
zégue z e ɡ
zék z e k
zépe z e p
zésse z e s
zéve z e v
zéz z e z
