spk06_triplet032_03 ZEESH
spk04_triplet033_01 VOWG
spk04_triplet034_02 ZEV
spk05_triplet034_03 ZEV
spk02_triplet035_01 FUWP
spk02_triplet036_02 ZOWS
spk06_triplet036_03 ZOWS
spk02_triplet037_01 VEEK
spk02_triplet038_02 ZEEG
spk06_triplet038_03 ZEEG
spk02_triplet039_01 VUWP
spk02_triplet040_02 ZOV
spk05_triplet040_03 ZOV
spk02_triplet041_01 VOWZ
spk02_triplet042_02 VESH
spk05_triplet042_03 VESH
spk04_triplet043_01 VEEG
spk04_triplet044_02 ZEEF
spk05_triplet044_03 ZEEF
spk04_triplet045_01 VUWG
spk02_triplet046_02 ZUYF
spk06_triplet046_03 ZUYF
spk04_triplet047_01 SAAG
spk04_triplet048_02 ZAAF
spk05_triplet048_03 ZAAF
spk04_triplet049_01 ZOS
spk04_triplet050_02 ZAAS
spk06_triplet050_03 ZAAS
spk02_triplet051_01 ZUWF
spk02_triplet052_02 SHUWS
spk05_triplet052_03 SHUWS
spk04_triplet053_01 ZOWG
spk04_triplet054_02 ZEEV
spk06_triplet054_03 ZEEV
spk04_triplet055_01 VUWK
spk04_triplet056_02 FOP
spk06_triplet056_03 FOP
spk02_triplet057_01 ZUYD
spk02_triplet058_02 VUWG
spk06_triplet058_03 VUWG
spk04_triplet059_01 VOWB
spk04_triplet060_02 VUYP
spk05_triplet060_03 VUYP
spk04_triplet061_01 SHEV
spk02_triplet062_02 VOZ
spk05_triplet062_03 VOZ
spk02_triplet063_01 ZOWF
spk02_triplet064_02 VAAB
spk06_triplet064_03 VAAB
spk02_triplet065_01 ZEF
spk04_triplet066_02 SOG
spk06_triplet066_03 SOG
spk04_triplet067_01 VEEB
spk02_triplet068_02 ZUWS
spk06_triplet068_03 ZUWS
spk02_triplet069_01 ZEES
spk04_triplet070_02 FUYP
spk05_triplet070_03 FUYP
spk02_triplet071_01 VEK
spk04_triplet072_02 SUWF
spk05_triplet072_03 SUWF
spk04_triplet073_01 VAAF
spk02_triplet074_02 VUWB
spk05_triplet074_03 VUWB
spk04_triplet075_01 SHEB
spk04_triplet076_02 SHAAB
spk06_triplet076_03 SHAAB
spk04_triplet077_01 ZEEV
spk02_triplet078_02 SHUYB
spk05_triplet078_03 SHUYB
spk02_triplet079_01 SHUYV
spk02_triplet080_02 ZED
spk06_triplet080_03 ZED
spk04_triplet081_01 VEB
spk04_triplet082_02 ZOF
spk06_triplet082_03 ZOF
spk02_triplet083_01 VOB
spk02_triplet084_02 VOWB
spk05_triplet084_03 VOWB
spk04_triplet085_01 VUWSH
spk02_triplet086_02 VEP
spk06_triplet086_03 VEP
spk04_triplet087_01 VUYZ
spk02_triplet088_02 SEEG
spk05_triplet088_03 SEEG
spk02_triplet089_01 VOK
spk04_triplet090_02 VEF
spk06_triplet090_03 VEF
spk04_triplet091_01 ZUYV
spk04_triplet092_02 ZEB
spk06_triplet092_03 ZEB
spk02_triplet093_01 VUYSH
spk02_triplet094_02 ZEED
spk06_triplet094_03 ZEED
spk02_triplet095_01 ZOSH
spk04_triplet096_02 VEESH
spk05_triplet096_03 VEESH
spk04_triplet097_01 VOP
spk04_triplet098_02 ZUYS
spk06_triplet098_03 ZUYS
spk04_triplet099_01 ZEEB
spk02_triplet100_02 ZAAG
spk06_triplet100_03 ZAAG
spk02_triplet101_01 ZAAV
spk02_triplet102_02 VOB
spk06_triplet102_03 VOB
spk04_triplet103_01 ZAAG
spk04_triplet104_02 ZUWV
spk06_triplet104_03 ZUWV
spk04_triplet105_01 ZOD
spk02_triplet106_02 ZOWSH
spk05_triplet106_03 ZOWSH
spk04_triplet107_01 VOSH
spk02_triplet108_02 VUYG
spk05_triplet108_03 VUYG
spk04_triplet109_01 ZAASH
spk02_triplet110_02 SHEES
spk05_triplet110_03 SHEES
spk04_triplet111_01 ZES
spk02_triplet112_02 VOF
spk05_triplet112_03 VOF
