SAYV S AY V
SAYZ S AY Z
SAZ S AE Z
SEB S EH B
SED S EH D
SEEB S IY B
SEED S IY D
SEEF S IY F
SEEG S IY G
SEEK S IY K
SEEP S IY P
SEES S IY S
SEESH S IY SH
SEEV S IY V
SEEZ S IY Z
SEF S EH F
SEG S EH G
SEK S EH K
SEP S EH P
SES S EH S
SESH S EH SH
SEV S EH V
SEYB S EY B
SEYD S EY D
SEYF S EY F
SEYG S EY G
SEYK S EY K
SEYP S EY P
SEYS S EY S
SEYSH S EY SH
SEYV S EY V
SEYZ S EY Z
SEZ S EH Z
SHAAB SH AA B
SHAAD SH AA D
SHAAF SH AA F
SHAAG SH AA G
SHAAK SH AA K
SHAAP SH AA P
SHAAS SH AA S
SHAASH SH AA SH
SHAAV SH AA V
SHAAZ SH AA Z
SHAB SH AE B
SHAD SH AE D
SHAF SH AE F
SHAG SH AE G
SHAK SH AE K
SHAP SH AE P
SHAS SH AE S
SHASH SH AE SH
SHAV SH AE V
SHAYB SH AY B
SHAYD SH AY D
SHAYF SH AY F
SHAYG SH AY G
SHAYK SH AY K
SHAYP SH AY P
SHAYS SH AY S
SHAYSH SH AY SH
SHAYV SH AY V
SHAYZ SH AY Z
SHAZ SH AE Z
SHEB SH EH B
SHED SH EH D
SHEEB SH IY B
SHEED SH IY D
SHEEF SH IY F
SHEEG SH IY G
SHEEK SH IY K
SHEEP SH IY P
SHEES SH IY S
SHEESH SH IY SH
SHEEV SH IY V
SHEEZ SH IY Z
SHEF SH EH F
SHEG SH EH G
SHEK SH EH K
SHEP SH EH P
SHES SH EH S
SHESH SH EH SH
SHEV SH EH V
SHEYB SH EY B
SHEYD SH EY D
SHEYF SH EY F
SHEYG SH EY G
SHEYK SH EY K
SHEYP SH EY P
SHEYS SH EY S
SHEYSH SH EY SH
SHEYV SH EY V
SHEYZ SH EY Z
SHEZ SH EH Z
SHIB SH IH B
SHID SH IH D
SHIF SH IH F
SHIG SH IH G
SHIK SH IH K
SHIP SH IH P
SHIS SH IH S
SHISH SH IH SH
SHIV SH IH V
SHIZ SH IH Z
SHOB SH AO B
SHOD SH AO D
SHOF SH AO F
SHOG SH AO G
SHOK SH AO K
SHOOB SH UH B
SHOOD SH UH D
SHOOF SH UH F
SHOOG SH UH G
SHOOK SH UH K
SHOOP SH UH P
SHOOS SH UH S
SHOOSH SH UH SH
SHOOV SH UH V
SHOOZ SH UH Z
SHOP SH AO P
SHOS SH AO S
SHOSH SH AO SH
SHOUB SH AW B
SHOUD SH AW D
SHOUF SH AW F
SHOUG SH AW G
SHOUK SH AW K
SHOUP SH AW P
SHOUS SH AW S
SHOUSH SH AW SH
SHOUV SH AW V
SHOUZ SH AW Z
SHOV SH AO V
SHOWB SH OW B
SHOWD SH OW D
SHOWF SH OW F
SHOWG SH OW G
SHOWK SH OW K
SHOWP SH OW P
SHOWS SH OW S
SHOWSH SH OW SH
SHOWV SH OW V
SHOWZ SH OW Z
SHOYB SH OY B
SHOYD SH OY D
SHOYF SH OY F
SHOYG SH OY G
SHOYK SH OY K
SHOYP SH OY P
SHOYS SH OY S
SHOYSH SH OY SH
SHOYV SH OY V
SHOYZ SH OY Z
SHOZ SH AO Z
SHUB SH AH B
SHUD SH AH D
SHUF SH AH F
SHUG SH AH G
SHUK SH AH K
SHUP SH AH P
SHUS SH AH S
SHUSH SH AH SH
SHUV SH AH V
SHUWB SH UW B
SHUWD SH UW D
SHUWF SH UW F
SHUWG SH UW G
SHUWK SH UW K
SHUWP SH UW P
SHUWS SH UW S
SHUWSH SH UW SH
SHUWV SH UW V
SHUWZ SH UW Z
SHUYB SH "UW Y" B
SHUYD SH "UW Y" D
SHUYF SH "UW Y" F
SHUYG SH "UW Y" G
SHUYK SH "UW Y" K
SHUYP SH "UW Y" P
SHUYS SH "UW Y" S
SHUYSH SH "UW Y" SH
SHUYV SH "UW Y" V
SHUYZ SH "UW Y" Z
SHUZ SH AH Z
SIB S IH B
SID S IH D
SIF S IH F
SIG S IH G
SIK S IH K
SIP S IH P
SIS S IH S
SISH S IH SH
SIV S IH V
SIZ S IH Z
SOB S AO B
SOD S AO D
SOF S AO F
SOG S AO G
SOK S AO K
SOOB S UH B
SOOD S UH D
SOOF S UH F
SOOG S UH G
SOOK S UH K
SOOP S UH P
SOOS S UH S
SOOSH S UH SH
SOOV S UH V
SOOZ S UH Z
SOP S AO P
SOS S AO S
SOSH S AO SH
SOUB S AW B
SOUD S AW D
SOUF S AW F
SOUG S AW G
SOUK S AW K
SOUP S AW P
SOUS S AW S
SOUSH S AW SH
SOUV S AW V
SOUZ S AW Z
SOV S AO V
SOWB S OW B
SOWD S OW D
SOWF S OW F
SOWG S OW G
SOWK S OW K
SOWP S OW P
SOWS S OW S
SOWSH S OW SH
SOWV S OW V
SOWZ S OW Z
SOYB S OY B
SOYD S OY D
SOYF S OY F
SOYG S OY G
SOYK S OY K
SOYP S OY P
SOYS S OY S
SOYSH S OY SH
SOYV S OY V
SOYZ S OY Z
SOZ S AO Z
SUB S AH B
SUD S AH D
SUF S AH F
SUG S AH G
SUK S AH K
SUP S AH P
SUS S AH S
SUSH S AH SH
SUV S AH V
SUWB S UW B
SUWD S UW D
SUWF S UW F
SUWG S UW G
SUWK S UW K
SUWP S UW P
SUWS S UW S
SUWSH S UW SH
SUWV S UW V
SUWZ S UW Z
SUYB S "UW Y" B
SUYD S "UW Y" D
SUYF S "UW Y" F
SUYG S "UW Y" G
SUYK S "UW Y" K
SUYP S "UW Y" P
SUYS S "UW Y" S
SUYSH S "UW Y" SH
SUYV S "UW Y" V
SUYZ S "UW Y" Z
SUZ S AH Z
VAAB V AA B
VAAD V AA D
VAAF V AA F
VAAG V AA G
VAAK V AA K
VAAP V AA P
VAAS V AA S
VAASH V AA SH
VAAV V AA V
VAAZ V AA Z
VAB V AE B
VAD V AE D
VAF V AE F
VAG V AE G
VAK V AE K
VAP V AE P
VAS V AE S
VASH V AE SH
VAV V AE V
VAYB V AY B
VAYD V AY D
VAYF V AY F
VAYG V AY G
VAYK V AY K
VAYP V AY P
VAYS V AY S
VAYSH V AY SH
VAYV V AY V
VAYZ V AY Z
VAZ V AE Z
VEB V EH B
VED V EH D
VEEB V IY B
VEED V IY D
VEEF V IY F
VEEG V IY G
VEEK V IY K
VEEP V IY P
VEES V IY S
VEESH V IY SH
VEEV V IY V
VEEZ V IY Z
VEF V EH F
VEG V EH G
VEK V EH K
VEP V EH P
VES V EH S
VESH V EH SH
VEV V EH V
VEYB V EY B
VEYD V EY D
VEYF V EY F
VEYG V EY G
VEYK V EY K
VEYP V EY P
VEYS V EY S
VEYSH V EY SH
VEYV V EY V
VEYZ V EY Z
VEZ V EH Z
VIB V IH B
VID V IH D
VIF V IH F
VIG V IH G
VIK V IH K
VIP V IH P
VIS V IH S
VISH V IH SH
VIV V IH V
VIZ V IH Z
VOB V AO B
VOD V AO D
VOF V AO F
VOG V AO G
VOK V AO K
VOOB V UH B
VOOD V UH D
VOOF V UH F
VOOG V UH G
VOOK V UH K
VOOP V UH P
VOOS V UH S
VOOSH V UH SH
VOOV V UH V
VOOZ V UH Z
VOP V AO P
VOS V AO S
VOSH V AO SH
VOUB V AW B
VOUD V AW D
VOUF V AW F
VOUG V AW G
VOUK V AW K
VOUP V AW P
VOUS V AW S
VOUSH V AW SH
VOUV V AW V
VOUZ V AW Z
VOV V AO V
VOWB V OW B
VOWD V OW D
VOWF V OW F
VOWG V OW G
VOWK V OW K
VOWP V OW P
VOWS V OW S
VOWSH V OW SH
VOWV V OW V
VOWZ V OW Z
VOYB V OY B
VOYD V OY D
VOYF V OY F
VOYG V OY G
VOYK V OY K
VOYP V OY P
VOYS V OY S
VOYSH V OY SH
VOYV V OY V
VOYZ V OY Z
VOZ V AO Z
VUB V AH B
VUD V AH D
VUF V AH F
VUG V AH G
VUK V AH K
VUP V AH P
VUS V AH S
VUSH V AH SH
VUV V AH V
VUWB V UW B
VUWD V UW D
VUWF V UW F
VUWG V UW G
VUWK V UW K
VUWP V UW P
VUWS V UW S
VUWSH V UW SH
VUWV V UW V
VUWZ V UW Z
VUYB V "UW Y" B
VUYD V "UW Y" D
VUYF V "UW Y" F
VUYG V "UW Y" G
VUYK V "UW Y" K
VUYP V "UW Y" P
VUYS V "UW Y" S
VUYSH V "UW Y" SH
VUYV V "UW Y" V
VUYZ V "UW Y" Z
VUZ V AH Z
ZAAB Z AA B
ZAAD Z AA D
ZAAF Z AA F
ZAAG Z AA G
ZAAK Z AA K
ZAAP Z AA P
ZAAS Z AA S
ZAASH Z AA SH
ZAAV Z AA V
ZAAZ Z AA Z
ZAB Z AE B
ZAD Z AE D
ZAF Z AE F
ZAG Z AE G
ZAK Z AE K
ZAP Z AE P
ZAS Z AE S
ZASH Z AE SH
ZAV Z AE V
ZAYB Z AY B
ZAYD Z AY D
ZAYF Z AY F
ZAYG Z AY G
ZAYK Z AY K
ZAYP Z AY P
ZAYS Z AY S
ZAYSH Z AY SH
ZAYV Z AY V
ZAYZ Z AY Z
ZAZ Z AE Z
ZEB Z EH B
ZED Z EH D
ZEEB Z IY B
ZEED Z IY D
ZEEF Z IY F
ZEEG Z IY G
ZEEK Z IY K
ZEEP Z IY P
ZEES Z IY S
ZEESH Z IY SH
ZEEV Z IY V
ZEEZ Z IY Z
ZEF Z EH F
ZEG Z EH G
ZEK Z EH K
ZEP Z EH P
ZES Z EH S
ZESH Z EH SH
ZEV Z EH V
ZEYB Z EY B
ZEYD Z EY D
ZEYF Z EY F
ZEYG Z EY G
ZEYK Z EY K
ZEYP Z EY P
ZEYS Z EY S
ZEYSH Z EY SH
ZEYV Z EY V
ZEYZ Z EY Z
ZEZ Z EH Z
ZIB Z IH B
ZID Z IH D
ZIF Z IH F
ZIG Z IH G
ZIK Z IH K
ZIP Z IH P
ZIS Z IH S
ZISH Z IH SH
ZIV Z IH V
ZIZ Z IH Z
ZOB Z AO B
ZOD Z AO D
ZOF Z AO F
ZOG Z AO G
ZOK Z AO K
ZOOB Z UH B
ZOOD Z UH D
ZOOF Z UH F
ZOOG Z UH G
ZOOK Z UH K
ZOOP Z UH P
ZOOS Z UH S
ZOOSH Z UH SH
ZOOV Z UH V
ZOOZ Z UH Z
ZOP Z AO P
ZOS Z AO S
ZOSH Z AO SH
ZOUB Z AW B
ZOUD Z AW D
ZOUF Z AW F
ZOUG Z AW G
ZOUK Z AW K
ZOUP Z AW P
ZOUS Z AW S
ZOUSH Z AW SH
ZOUV Z AW V
ZOUZ Z AW Z
ZOV Z AO V
ZOWB Z OW B
ZOWD Z OW D
ZOWF Z OW F
ZOWG Z OW G
ZOWK Z OW K
ZOWP Z OW P
ZOWS Z OW S
ZOWSH Z OW SH
ZOWV Z OW V
ZOWZ Z OW Z
ZOYB Z OY B
ZOYD Z OY D
ZOYF Z OY F
ZOYG Z OY G
ZOYK Z OY K
ZOYP Z OY P
ZOYS Z OY S
ZOYSH Z OY SH
ZOYV Z OY V
ZOYZ Z OY Z
ZOZ Z AO Z
ZUB Z AH B
ZUD Z AH D
ZUF Z AH F
ZUG Z AH G
ZUK Z AH K
ZUP Z AH P
ZUS Z AH S
ZUSH Z AH SH
ZUV Z AH V
ZUWB Z UW B
ZUWD Z UW D
ZUWF Z UW F
ZUWG Z UW G
ZUWK Z UW K
ZUWP Z UW P
ZUWS Z UW S
ZUWSH Z UW SH
ZUWV Z UW V
ZUWZ Z UW Z
ZUYB Z "UW Y" B
ZUYD Z "UW Y" D
ZUYF Z "UW Y" F
ZUYG Z "UW Y" G
ZUYK Z "UW Y" K
ZUYP Z "UW Y" P
ZUYS Z "UW Y" S
ZUYSH Z "UW Y" SH
ZUYV Z "UW Y" V
ZUYZ Z "UW Y" Z
ZUZ Z AH Z
